Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Ethnicity,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Gender
6565eda25fbfc90c805ddbc3,601f93758d79b24eabff2e44,APPROVED,2023-11-28T13:39:54.836000Z,2023-11-28T13:46:32.811000Z,2023-11-28T14:30:07.365000Z,2023-11-28T13:46:33.319132Z,398.0,CBCT4R5Q,182,"Polish, English",Middle Eastern,21,Male,White,Poland,Poland,Poland,Polish,Yes,Full-Time,
6565eda4ccae097c52d94e70,61275a3158c67415afb971ff,APPROVED,2023-11-28T13:39:55.840000Z,2023-11-28T13:48:25.700000Z,2023-11-28T14:30:09.361000Z,2023-11-28T13:48:26.299164Z,510.0,CBCT4R5Q,266,English,African,23,Male,Black,South Africa,South Africa,South Africa,English,Yes,Other,
6565edcba771af4a3ea7bafe,607d8dea68bb7bfa0401824a,APPROVED,2023-11-28T13:40:34.390000Z,2023-11-28T13:49:20.394000Z,2023-11-28T14:30:15.168000Z,2023-11-28T13:49:20.909907Z,527.0,CBCT4R5Q,224,"Italian, English, French",White/Caucasian,24,Male,White,Italy,Italy,Italy,Italian,Yes,Other,
6565edfe0059548ec344099c,611ed2c05be8517aa0d6076b,APPROVED,2023-11-28T13:41:20.868000Z,2023-11-28T14:23:26.431000Z,2023-11-28T14:30:22.489000Z,2023-11-28T14:23:28.160996Z,2526.0,CBCT4R5Q,556,"English, Portuguese, Spanish",Latino/Hispanic,23,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking),
6565ee2c1c82410c5de09fcc,5bf1d974c795fe000143e539,APPROVED,2023-11-28T13:43:09.400000Z,2023-11-28T13:48:19.593000Z,2023-11-28T14:30:30.040000Z,2023-11-28T13:48:20.983595Z,311.0,CBCT4R5Q,245,English,Mixed,23,Male,Mixed,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,
6565ee3488d896b91784e95b,60b3677baee71d7d2b05738d,APPROVED,2023-11-28T13:43:32.147000Z,2023-11-28T13:58:17.508000Z,2023-11-28T14:30:31.106000Z,2023-11-28T13:58:18.189631Z,886.0,CBCT4R5Q,107,"Afrikaans, English",Other (please feel free to let us know your ethnicity via email),24,Male,Mixed,South Africa,South Africa,South Africa,Afrikaans,Yes,Part-Time,
6565ee633176025c789c8eb2,603d4fe6945077c526f54762,APPROVED,2023-11-28T13:43:07.320000Z,2023-11-28T13:49:41.308000Z,2023-11-28T14:30:28.312000Z,2023-11-28T13:49:41.855049Z,394.0,CBCT4R5Q,304,"English, French, Portuguese, Spanish",White/Caucasian,21,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time,
6565ee90f2c2532318b4f2a5,6032faae972410386869b749,APPROVED,2023-11-28T13:43:44.401000Z,2023-11-28T13:59:51.076000Z,2023-11-28T14:30:32.838000Z,2023-11-28T13:59:51.665190Z,967.0,CBCT4R5Q,132,"Polish, English",White/Caucasian,21,Male,White,Poland,Poland,Poland,Polish,Yes,Other,
6565ed3bc3cd155af8ee3ba3,60ddfc8d812b5c63f22c1ac3,APPROVED,2023-11-28T13:38:16.993000Z,2023-11-28T13:45:13.615000Z,2023-11-28T14:29:51.648000Z,2023-11-28T13:45:14.647088Z,417.0,CBCT4R5Q,236,English,African,21,Female,Black,South Africa,South Africa,South Africa,English,Yes,DATA_EXPIRED,
6565ed3f423e024e00e32650,615a047f08d2a62e66315a7d,APPROVED,2023-11-28T13:38:07.707000Z,2023-11-28T13:50:26.896000Z,2023-11-28T14:29:47.498000Z,2023-11-28T13:50:27.320795Z,740.0,CBCT4R5Q,180,"English, Other",African,24,Female,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking),
6565ed3f0196ae22628b7743,6164bf85b5dfa5ddff6da08d,APPROVED,2023-11-28T13:38:07.957000Z,2023-11-28T13:47:29.904000Z,2023-11-28T14:29:49.001000Z,2023-11-28T13:47:30.412897Z,562.0,CBCT4R5Q,149,English,African,24,Female,Black,South Africa,South Africa,South Africa,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6565ed5be80519f2b612ff9b,6118df266b78994443b54644,APPROVED,2023-11-28T13:39:00.578000Z,2023-11-28T13:53:49.255000Z,2023-11-28T14:29:58.461000Z,2023-11-28T13:53:49.799763Z,889.0,CBCT4R5Q,391,English,African,20,Female,Black,South Africa,South Africa,South Africa,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6565ed666c0e238562696f47,61767385d5bf6ad7a176572c,APPROVED,2023-11-28T13:38:46.510000Z,2023-11-28T13:52:51.879000Z,2023-11-28T14:29:56.658000Z,2023-11-28T13:52:52.368302Z,846.0,CBCT4R5Q,109,"Afrikaans, English",African,24,Female,Black,South Africa,South Africa,South Africa,English,No,Part-Time,
6565ed78ff6d8bd991d94d75,6075f9b2eddc04057248871d,APPROVED,2023-11-28T13:42:48.435000Z,2023-11-28T13:50:40.065000Z,2023-11-28T14:30:25.600000Z,2023-11-28T13:50:40.526806Z,472.0,CBCT4R5Q,271,"English, Portuguese, German, Spanish, French",White/Caucasian,20,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking),
6565ed853176025c789c8e53,61269889b1e365884ea88bbf,APPROVED,2023-11-28T13:39:44.145000Z,2023-11-28T13:51:14.259000Z,2023-11-28T14:30:05.124000Z,2023-11-28T13:51:15.016113Z,691.0,CBCT4R5Q,144,English,African,20,Female,Black,South Africa,South Africa,South Africa,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6565ed8eba896c5ca64550cf,606c0d767169248ed2471e9e,APPROVED,2023-11-28T13:39:26.639000Z,2023-11-28T13:45:43.297000Z,2023-11-28T14:30:01.222000Z,2023-11-28T13:45:43.750100Z,377.0,CBCT4R5Q,200,"French, Greek, English",White/Caucasian,23,Female,White,Greece,Greece,Greece,Greek,Yes,Full-Time,
6565ed97e756384a1413e4c6,5d7ebcb3026f400019f06eac,APPROVED,2023-11-28T13:39:35.903000Z,2023-11-28T13:43:17.705000Z,2023-11-28T14:30:03.329000Z,2023-11-28T13:43:18.690732Z,222.0,CBCT4R5Q,316,"Spanish, French, English",Mixed,22,Female,Mixed,France,France,France,French,Yes,Unemployed (and job seeking),
6565edaeb55ee9fda60d0edd,5fcaac23a7646c752e3e7ea2,APPROVED,2023-11-28T13:39:58.243000Z,2023-11-28T13:58:46.073000Z,2023-11-28T14:30:11.956000Z,2023-11-28T13:58:46.850600Z,1128.0,CBCT4R5Q,170,"English, German, Italian, Spanish",Black/African American,22,Female,White,Italy,United Kingdom,Italy,Italian,No,Due to start a new job within the next month,
6565edc7bdcef69dfd88838c,6050e0236d725096c9ae2131,APPROVED,2023-11-28T13:40:37.357000Z,2023-11-28T13:49:20.632000Z,2023-11-28T14:30:18.012000Z,2023-11-28T13:49:21.448712Z,524.0,CBCT4R5Q,159,"Portuguese, English, Spanish",White/Caucasian,22,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Unemployed (and job seeking),
6565edd01c82410c5de09fb0,60beb34989463cab6c1d6c52,APPROVED,2023-11-28T13:40:37.637000Z,2023-11-28T13:48:21.125000Z,2023-11-28T14:30:19.518000Z,2023-11-28T13:48:21.686193Z,464.0,CBCT4R5Q,255,"English, Afrikaans",African,25,Female,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking),
6565edd36e3d97c3c2db8aeb,5ba785da1db9be000152c608,APPROVED,2023-11-28T13:40:40.254000Z,2023-11-28T14:09:05.970000Z,2023-11-28T14:30:21.001000Z,2023-11-28T14:09:06.680660Z,1706.0,CBCT4R5Q,280,"English, Greek",White/Caucasian,23,Female,White,Greece,Greece,Greece,Greek,No,Full-Time,
6565ee1cf2c2532318b4f27e,6115b04df80df42b35811792,APPROVED,2023-11-28T13:41:48.396000Z,2023-11-28T13:50:36.792000Z,2023-11-28T14:30:23.938000Z,2023-11-28T13:50:37.485559Z,529.0,CBCT4R5Q,185,"Portuguese, English",White/Caucasian,22,Female,White,Portugal,Portugal,Portugal,Portuguese,No,DATA_EXPIRED,
6558a16c7a58475affaad6bc,5fb06b4b3dd55345b0983f59,APPROVED,2023-11-18T11:35:12.515000Z,2023-11-18T11:50:59.447000Z,2023-11-20T08:51:36.331000Z,2023-11-18T11:50:59.918148Z,947.0,CBCT4R5Q,360,"English, French, Portuguese",White/Caucasian,70,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Part-Time,
6558a24c144d7789eace2b2b,59981f2105a0e30001f1ff0f,APPROVED,2023-11-18T11:39:00.990000Z,2023-11-18T11:50:43.832000Z,2023-11-20T08:51:41.418000Z,2023-11-18T11:50:44.306502Z,703.0,CBCT4R5Q,758,"English, Italian, Russian",White/Caucasian,65,Male,White,Italy,Italy,Italy,Italian,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6558a2883de851eb1d49c545,5d67a2bf6cd320001a36cb6b,APPROVED,2023-11-18T11:39:55.942000Z,2023-11-18T11:46:18.397000Z,2023-11-20T08:51:42.649000Z,2023-11-18T11:46:18.870169Z,383.0,CBCT4R5Q,1420,English,White/Caucasian,67,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6558a30aa03ec068a8fc3189,58a89e40e6afe00001d36058,APPROVED,2023-11-18T11:42:07.048000Z,2023-11-18T11:50:21.118000Z,2023-11-20T08:51:43.997000Z,2023-11-18T11:50:21.575914Z,495.0,CBCT4R5Q,622,English,White/Caucasian,74,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6558a31a4bb1c5db028293ec,6287d42f330fa90651739a48,APPROVED,2023-11-18T11:42:24.411000Z,2023-11-18T11:50:29.612000Z,2023-11-20T08:51:46.947000Z,2023-11-18T11:50:30.116366Z,486.0,CBCT4R5Q,856,English,White/Caucasian,65,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
6558a3295863f22617207108,5c9cb670b472d0001295f377,APPROVED,2023-11-18T11:42:33.817000Z,2023-11-18T12:00:40.076000Z,2023-11-20T08:51:49.857000Z,2023-11-18T12:00:40.586775Z,1087.0,CBCT4R5Q,1024,"English, Greek",White/Caucasian,67,Male,White,Greece,Greece,Greece,English,No,Part-Time,
6558a442e79c8918c9807204,646f6c568e6ce589a788a1da,APPROVED,2023-11-18T11:48:29.095000Z,2023-11-18T12:03:10.766000Z,2023-11-20T08:52:10.903000Z,2023-11-18T12:03:11.282215Z,882.0,CBCT4R5Q,143,English,White/Caucasian,82,Male,White,Australia,Australia,Australia,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6558a4c58072fc8a60036df7,64637fa7bb9009a7f1d5a813,APPROVED,2023-11-18T11:49:25.286000Z,2023-11-18T11:56:34.960000Z,2023-11-20T08:52:09.414000Z,2023-11-18T11:56:35.472704Z,430.0,CBCT4R5Q,135,English,White/Caucasian,65,Male,White,Ireland,Ireland,Ireland,English,DATA_EXPIRED,Other,
6558a4cf8cf726c39b1a4f59,64971e71ba666687996c6072,APPROVED,2023-11-18T11:49:49.631000Z,2023-11-18T12:03:54.797000Z,2023-11-20T08:52:05.342000Z,2023-11-18T12:03:55.328552Z,846.0,CBCT4R5Q,139,"English, Swedish",White/Caucasian,66,Male,White,Sweden,Sweden,Sweden,Swedish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6558a4d2c6d84395709e77de,5b91494498530500014c1fcd,APPROVED,2023-11-18T11:49:43.383000Z,2023-11-18T11:55:59.138000Z,2023-11-20T08:52:07.385000Z,2023-11-18T11:55:59.603208Z,376.0,CBCT4R5Q,1917,English,White/Caucasian,69,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
6558a15a83c54f5e1c90eb78,610a545e57efd9a197696c77,APPROVED,2023-11-18T11:35:34.874000Z,2023-11-18T11:44:03.617000Z,2023-11-20T08:51:37.707000Z,2023-11-18T11:44:04.131335Z,509.0,CBCT4R5Q,366,English,White/Caucasian,67,Female,White,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED,
6558a2108072fc8a60036d97,61184395bd2b2c2ff52cb611,APPROVED,2023-11-18T11:38:20.514000Z,2023-11-18T11:53:41.499000Z,2023-11-20T08:51:39.146000Z,2023-11-18T11:53:42.056182Z,921.0,CBCT4R5Q,376,"English, Portuguese",White/Caucasian,71,Female,White,Portugal,Portugal,Portugal,Portuguese,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6558a3111bb1fffbba2ef103,61703be3748d6f5ddc01170a,APPROVED,2023-11-18T11:42:17.343000Z,2023-11-18T11:51:39.027000Z,2023-11-20T08:51:45.429000Z,2023-11-18T11:51:39.576296Z,562.0,CBCT4R5Q,417,"Afrikaans, English",White/Caucasian,65,Female,White,South Africa,South Africa,South Africa,Afrikaans,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6558a3263b290b956f1ea9c5,5def0431a506d95b31007a88,APPROVED,2023-11-18T11:42:38.155000Z,2023-11-18T11:51:31.603000Z,2023-11-20T08:51:52.128000Z,2023-11-18T11:51:32.133828Z,534.0,CBCT4R5Q,1146,English,White/Caucasian,69,Female,White,United Kingdom,Canada,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6558a3d833298201276c264b,5cd040a3c38e5600193e9cc1,APPROVED,2023-11-18T11:45:36.625000Z,2023-11-18T11:53:41.155000Z,2023-11-20T08:51:54.737000Z,2023-11-18T11:53:41.762182Z,485.0,CBCT4R5Q,1309,English,White/Caucasian,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,
6558a3f71dcc39ed7fe0abc0,5aec383502d69a0001f1ff30,APPROVED,2023-11-18T11:46:05.154000Z,2023-11-18T11:49:57.218000Z,2023-11-20T08:52:33.997000Z,2023-11-18T11:49:57.724203Z,233.0,CBCT4R5Q,1558,English,White/Caucasian,68,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6558a5478363f734b03235fd,5991efc7b83f800001a5e431,APPROVED,2023-11-18T11:51:41.667000Z,2023-11-18T12:00:43.176000Z,2023-11-20T08:52:03.740000Z,2023-11-18T12:00:43.643865Z,542.0,CBCT4R5Q,1976,English,White/Caucasian,74,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6558a5afc6d84395709e7807,5e6645daaf3bd53bfad40b9f,APPROVED,2023-11-18T11:53:22.994000Z,2023-11-18T12:01:31.516000Z,2023-11-20T08:52:01.940000Z,2023-11-18T12:01:31.990535Z,489.0,CBCT4R5Q,1708,English,White/Caucasian,68,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
6558a60efc51460f95a563c6,606f0911a98c67d01edbcf11,APPROVED,2023-11-18T11:55:06.974000Z,2023-11-18T12:04:19.461000Z,2023-11-20T08:51:59.969000Z,2023-11-18T12:04:19.898778Z,553.0,CBCT4R5Q,688,"English, French, Italian, Spanish",White/Caucasian,70,Female,White,United States,Switzerland,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6558a633f1e1f5717c7433a4,60c0c4333e49151d768bb35b,APPROVED,2023-11-18T11:55:31.766000Z,2023-11-18T12:05:40.835000Z,2023-11-20T08:51:57.898000Z,2023-11-18T12:05:41.579365Z,610.0,CBCT4R5Q,575,"English, French, Hebrew, Italian",White / Sephardic Jew,70,Female,White,Canada,Israel,Israel,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6565fb4cc9ea2f6f939e8893,5f452661c5a1b50a817ab094,APPROVED,2023-11-28T14:38:08.281000Z,2023-11-28T14:44:44.247000Z,2023-11-28T14:49:45.399000Z,2023-11-28T14:44:45.082802Z,396.0,CBCT4R5Q,434,"Hungarian, English",White/Caucasian,24,Male,White,Hungary,Hungary,Hungary,Hungarian,DATA_EXPIRED,DATA_EXPIRED,
6565fb6b1d177cd7ddaad54f,6093c8ecd6164d2b16b202aa,APPROVED,2023-11-28T14:38:41.895000Z,2023-11-28T14:47:22.127000Z,2023-11-28T14:49:49.141000Z,2023-11-28T14:47:23.008528Z,521.0,CBCT4R5Q,129,"Polish, English",Middle Eastern,21,Male,White,Poland,Poland,Poland,Polish,Yes,Full-Time,
6565fb424cf0213a67b1783d,5dfe40cc056205ac6c013729,APPROVED,2023-11-28T14:38:08.870000Z,2023-11-28T14:44:28.515000Z,2023-11-28T14:49:47.162000Z,2023-11-28T14:44:29.178715Z,380.0,CBCT4R5Q,191,"English, Spanish, Italian, Portuguese, French",Latino/Hispanic,25,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,
656612f8958d9083a1fd5418,5fd5c8a1b06c1b43e8d3c8c1,APPROVED,2023-11-28T16:19:34.111000Z,2023-11-28T16:28:45.382000Z,2023-11-28T17:30:22.287000Z,2023-11-28T16:28:45.868044Z,552.0,CBCT4R5Q,221,"English, Portuguese",Black/African American,28,Female,Black,Anguilla,South Africa,South Africa,Portuguese,No,Full-Time,
656612fb6fe6a9f753312d5a,613abcc8a654d0ca925f9434,APPROVED,2023-11-28T16:19:07.155000Z,2023-11-28T16:40:06.859000Z,2023-11-28T17:30:19.767000Z,2023-11-28T16:40:07.858435Z,1260.0,CBCT4R5Q,447,"Spanish, English",Latino/Hispanic,26,Female,White,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
655b22610fa215dc1c6fa618,6161bdbff67e4b4621b530e7,APPROVED,2023-11-20T09:10:06.754000Z,2023-11-20T09:26:17.365000Z,2023-11-20T09:28:54.354000Z,2023-11-20T09:26:18.584042Z,971.0,CBCT4R5Q,446,"Afrikaans, English",Mixed,65,Female,Other,South Africa,South Africa,South Africa,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Woman (including Trans Female/Trans Woman)
655796cb56d0269f34c7f1c0,6160f5524121cc64e5734edc,APPROVED,2023-11-17T16:37:44.026000Z,2023-11-17T16:52:36.155000Z,2023-11-18T09:12:52.022000Z,2023-11-17T16:52:37.939797Z,893.0,CBCT4R5Q,473,English,African,22,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,
655796cc50d47179c84e4a8d,5d02ed8f7a3c0f0015cd3230,APPROVED,2023-11-17T16:37:32.660000Z,2023-11-17T16:42:45.852000Z,2023-11-18T09:12:47.104000Z,2023-11-17T16:42:46.505587Z,314.0,CBCT4R5Q,680,"Spanish, English, German, Galician, Portuguese",White/Caucasian,24,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking),
655796d3203cfe197afd0b53,611cfda46e28a6675bc39937,APPROVED,2023-11-17T16:42:21.901000Z,2023-11-17T16:50:05.421000Z,2023-11-18T09:13:11.487000Z,2023-11-17T16:50:05.964832Z,464.0,CBCT4R5Q,337,English,East Asian,23,Male,Asian,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking),
655796d7f540143a208d7f47,5efa390090e7451028fdfb1a,APPROVED,2023-11-17T16:37:43.395000Z,2023-11-17T16:41:16.715000Z,2023-11-18T09:12:48.442000Z,2023-11-17T16:41:17.565817Z,214.0,CBCT4R5Q,246,"Spanish, English",Latino/Hispanic,24,Male,Mixed,Chile,Chile,Chile,Spanish,No,Unemployed (and job seeking),
655796e13b290b956f1e8408,5ec14e5e02be0302c76de065,APPROVED,2023-11-17T16:37:53.149000Z,2023-11-17T16:44:42.913000Z,2023-11-18T09:12:53.839000Z,2023-11-17T16:44:43.821991Z,410.0,CBCT4R5Q,205,"Portuguese, English",White/Caucasian,22,Male,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,DATA_EXPIRED,
655796e6dc69eb19d32d64cc,614dd5f6c07191a861f2bd78,APPROVED,2023-11-17T16:37:58.894000Z,2023-11-17T17:25:43.725000Z,2023-11-18T09:12:55.528000Z,2023-11-17T17:25:44.621078Z,2865.0,CBCT4R5Q,217,"English, Spanish",White Mexican,25,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
655796e72f70995d02d20866,5f0af097e7d15b3bf7734642,APPROVED,2023-11-17T16:37:59.422000Z,2023-11-17T16:53:02.707000Z,2023-11-18T09:12:56.760000Z,2023-11-17T16:53:03.341842Z,904.0,CBCT4R5Q,529,"Italian, English",White/Caucasian,25,Male,White,Italy,Italy,Italy,Italian,Yes,Other,
655796ec86663ead0cdfec60,5b575632e62cbe000197b9d7,APPROVED,2023-11-17T16:38:04.115000Z,2023-11-17T16:45:59.813000Z,2023-11-18T09:12:58.865000Z,2023-11-17T16:46:00.259453Z,476.0,CBCT4R5Q,243,"English, Polish",White/Caucasian,25,Male,White,Poland,Poland,Poland,Polish,No,Unemployed (and job seeking),
655796f1ab815a99c28d8003,6150e817533ea8f02c003704,APPROVED,2023-11-17T16:38:09.338000Z,2023-11-17T17:01:15.798000Z,2023-11-18T09:13:01.456000Z,2023-11-17T17:01:16.404855Z,1387.0,CBCT4R5Q,124,English,African,21,Male,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking),
655796c02f44e0a308743415,610e91ff6d4a93e7c6d157e4,APPROVED,2023-11-17T16:37:20.136000Z,2023-11-17T16:46:23.763000Z,2023-11-18T09:12:43.939000Z,2023-11-17T16:46:24.266485Z,544.0,CBCT4R5Q,181,English,African,20,Female,Black,Nigeria,South Africa,Nigeria,English,DATA_EXPIRED,DATA_EXPIRED,
655796caa39da33024dae72c,5c102aebe6eb4e0001b28736,APPROVED,2023-11-17T16:37:30.474000Z,2023-11-17T16:49:59.829000Z,2023-11-18T09:12:45.642000Z,2023-11-17T16:50:00.836781Z,750.0,CBCT4R5Q,190,"English, Portuguese",White/Caucasian,23,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,
655796cf10ee5a2c03319638,5fc1828b10d93323a5c7be7b,APPROVED,2023-11-17T16:43:38.051000Z,2023-11-17T16:50:39.474000Z,2023-11-18T09:13:15.323000Z,2023-11-17T16:50:39.990479Z,422.0,CBCT4R5Q,111,"Portuguese, English",White/Caucasian,22,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other,
655796d31f45d1ebb6eefa70,5e807c4dee53e67573c6f30d,APPROVED,2023-11-17T16:37:43.755000Z,2023-11-17T16:41:25.127000Z,2023-11-18T09:12:49.644000Z,2023-11-17T16:41:25.638295Z,222.0,CBCT4R5Q,152,English,Black/British,22,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time,
655796f790cf8ad4f22ec83a,61092e5621c9bede90eb43b1,APPROVED,2023-11-17T16:38:15.237000Z,2023-11-17T16:43:27.530000Z,2023-11-18T09:13:03.247000Z,2023-11-17T16:43:28.026010Z,313.0,CBCT4R5Q,183,"English, Latvian, Russian",White/Caucasian,24,Female,White,Latvia,Latvia,Latvia,Latvian,Yes,Full-Time,
655796ff044217094843e6aa,613ca0a2040055a4e87c5d71,APPROVED,2023-11-17T16:38:44.167000Z,2023-11-17T16:52:48.402000Z,2023-11-18T09:13:09.743000Z,2023-11-17T16:52:48.934453Z,845.0,CBCT4R5Q,229,English,African,22,Female,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking),
655797037ec6253844f854c9,6170515180056df60ce0808f,APPROVED,2023-11-17T16:38:27.238000Z,2023-11-17T16:47:01.129000Z,2023-11-18T09:13:05.404000Z,2023-11-17T16:47:01.575215Z,514.0,CBCT4R5Q,301,English,African,23,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,Full-Time,
655797032c6ba5c526da11d1,614da4dd46a046479740407a,APPROVED,2023-11-17T16:38:35.956000Z,2023-11-17T16:44:52.885000Z,2023-11-18T09:13:07.727000Z,2023-11-17T16:44:53.505545Z,377.0,CBCT4R5Q,125,English,African,23,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time,
655797eee43ecf6369917fc6,60fc93a0ecef80f3a64f2c60,APPROVED,2023-11-17T16:42:49.308000Z,2023-11-17T16:57:16.001000Z,2023-11-18T09:13:12.948000Z,2023-11-17T16:57:16.515559Z,867.0,CBCT4R5Q,146,"English, Slovenian",White/Caucasian,21,Female,White,Slovenia,Slovenia,Slovenia,Slovenian,Yes,Other,
